"独自番号","安定所名","求人番号","事_業_所","所_在_地","資本金","全社員数","就業場所人数","求人数","就業場所","月額賃金","賞与","時間外平均","週休２日制","年間休日数","業種8種","産業分類","職種"
"0845","福岡南公共職業安定所","40180-369259","株式会社福岡イエローハット","福岡県大野城市御笠川5丁目1-14","3,000万円",201,10,4,"福岡県",\216700,"あり",16,"その他",119,"販売・小売・スーパー","自動車小売業","レジ・接客販売スタッフ(店内業務) (久留米市・八女市・朝倉市)"
"0846","福岡南公共職業安定所","40180-401759","キャタピラー九州株式会社","福岡県筑紫野市針摺東三丁目6-1","1億円",460,175,10,"福岡県",\201000,"あり",25,"毎週",126,"販売・小売・スーパー","産業機械器具卸売業","技術職(建設機械及び船舶・産業用エンジン のメンテナンス)"
"0847","福岡南公共職業安定所","40180-220359","株式会社大隅工業","福岡県福岡市南区鶴田3丁目21-19","1,000万円",34,34,5,"福岡県",\220000,"あり",2,"その他",111,"建築・設備","鉄骨・鉄筋工事業","建物の骨組みをつくるプロ **鉄筋工の見習い女大"
"0848","久留米公共職業安定所","40050-256159","株式会社小郡カンツリー倶楽部","福岡県小郡市三沢1788","1億円",355,159,5,"福岡県",\163995,"あり",2,"その他",87,"理美容・生活","その他の娯楽業","ゴルフプレイヤーのサポート&相棒(ゴルフ 場キャディ)"
"0849","福岡南公共職業安定所","40180-222259","株式会社大隅工業","福岡県福岡市南区鶴田3丁目21-19","1,000万円",34,34,5,"福岡県",\220000,"あり",2,"その他",111,"建築・設備","鉄骨・鉄筋工事業","鉄筋同士を確かな技術でつなぐプロ **圧接・溶接工の見習い会大"
"0850","福岡南公共職業安定所","40180-223559","株式会社大隅工業","福岡県福岡市南区鶴田3丁目21-19","1,000万円",34,34,5,"福岡県",\220000,"あり",2,"その他",111,"建築・設備","鉄骨・鉄筋工事業","「図面通りに鉄筋を正確に加工するプロ **鉄筋加工の見習い**"
"0851","尾道公共職業安定所","34040-17459","株式会社アイメックス","広島県尾道市因島土生町2293-1","14億8,400万円",363,356,15,"広島県",\200000,"あり",24,"毎週",121,"製造分野","一般産業用機械・装置製造業","ボイラ組立職/ボイラ溶接職/機械組立職/ 機械加工職(いずれも因島本社勤務)"
"0852","久留米公共職業安定所","40050-303359","株式会社九州ＡＶ","福岡県久留米市東合川新町４番２７号","3,000万円",92,46,2,"福岡県",\200000,"あり",22,"毎週",114,"建築・設備","電気通信・信号装置工事業","フィールドエンジニア（本社）"
"0853","久留米公共職業安定所","40050-305259","株式会社九州ＡＶ","福岡県久留米市東合川新町４番２７号","3,000万円",92,21,2,"福岡県",\200000,"あり",22,"毎週",114,"建築・設備","電気通信・信号装置工事業","フィールドエンジニア（福岡支店）"
"0854","久留米公共職業安定所","40050-306559","株式会社九州ＡＶ","福岡県久留米市東合川新町４番２７号","3,000万円",92,14,2,"佐賀県",\200000,"あり",22,"毎週",114,"建築・設備","電気通信・信号装置工事業","フィールドエンジニア（佐賀支店）"
"0855","久留米公共職業安定所","40050-308759","株式会社九州ＡＶ","福岡県久留米市東合川新町４番２７号","3,000万円",92,12,2,"長崎県",\200000,"あり",22,"毎週",114,"建築・設備","電気通信・信号装置工事業","フィールドエンジニア（長崎営業所）"
"0856","福岡東公共職業安定所","40120-412859","九州名鉄運輸株式会社","福岡県糟屋郡久山町大字久原字松浦160","1億円",869,33,2,"福岡県",\184834,"あり",27,"その他",105,"運輸・倉庫・インフラ","一般貨物自動車運送業","物流作業スタッフ「福岡支店)"
"0857","福岡東公共職業安定所","40120-402959","九州名鉄運輸株式会社","福岡県糟屋郡久山町大字久原字松浦160","1億円",869,107,1,"福岡県",\198334,"あり",27,"その他",105,"運輸・倉庫・インフラ","一般貨物自動車運送業","トラックドライバー福岡東支店"
"0858","福岡東公共職業安定所","40120-413059","九州名鉄運輸株式会社","福岡県糟屋郡久山町大字久原字松浦160","1億円",869,107,1,"福岡県",\184834,"あり",27,"その他",105,"運輸・倉庫・インフラ","一般貨物自動車運送業","物流作業スタッブ(福岡東支店)"
"0859","福岡東公共職業安定所","40120-401659","九州名鉄運輸株式会社","福岡県糟屋郡久山町大字久原字松浦160","1億円",869,46,2,"福岡県",\184834,"あり",27,"その他",105,"運輸・倉庫・インフラ","一般貨物自動車運送業","フォークリフト・オペレーター 福岡流通支店"
"0860","福岡東公共職業安定所","40120-403859","九州名鉄運輸株式会社","福岡県糟屋郡久山町大字久原字松浦160","1億円",869,56,3,"福岡県",\198334,"あり",27,"その他",105,"運輸・倉庫・インフラ","一般貨物自動車運送業","トラックドライバー.(福岡中央支店"
"0861","ハローワークプラザ長崎","42016-309859","協和機電工業株式会社","長崎県長崎市川口町10-2",,570,23,3,"大阪府",\240000,"あり",30,"毎週",125,"建築・設備","電気工事業","施T管理職(水処理設備)"
"0862","ハローワークプラザ長崎","42016-3018959","協和機電工業株式会社","長崎県長崎市川口町10-2",,570,21,3,"大阪府",\240000,"あり",30,"毎週",125,"建築・設備","電気工事業","施工管理職(電気設備)"
"0863","福岡東公共職業安定所","40120-146059","株式会社ダイサン福岡サービスセンター","福岡県古賀市新原773-5","1億円",671,11,5,"福岡県",\228000,"あり",16,"その他",120,"建築・設備","建築工事業（木造建築工事業を除く）","足場職人 (足場組立・解体)"
"0864","福岡西公共職業安定所","40190-47259","株式会社ダイサン福岡西サービスセンター","福岡県糸島市二丈長石417","1億円",671,5,5,"福岡県",\228000,"あり",16,"その他",120,"その他の分野","産業用機械器具賃貸業","足場職人 (足場組立・解体)"
"0865","行橋公共職業安定所","40100-84459","株式会社ダイサン福岡東サービスセンター","福岡県行橋市大字吉国字出穴363番1",,671,26,5,"福岡県",\228000,"あり",16,"その他",120,"製造分野","建設用・建築用金属製品製造業（製缶板金業を含む）","足場職人 (足場組立・解体)"
"0866","久留米公共職業安定所","40050-269759","株式会社ダイサン福岡南サービスセンター","福岡県久留米市北野町中2136","1億円",671,23,5,"福岡県",\228000,"なし",16,"その他",120,"その他の分野","産業用機械器具賃貸業","足場職人 (足場組立・解体)"
"0867","八幡公共職業安定所","40040-189959","株式会社ダイサン北九州サービスセンター","福岡県北九州市八幡西区船越3-4-32","1億円",671,7,5,"福岡県",\228000,"なし",16,"その他",120,"その他の分野","産業用機械器具賃貸業","足場職人 (足場組立・解体)"
"0868","熊本公共職業安定所","43010-220059","株式会社ダイサン熊本サービスセンター","熊本県熊本市東区御領6丁目9-62","1億円",671,22,5,"熊本県",\228000,"あり",16,"その他",120,"その他の分野","産業用機械器具賃貸業","足場職人 (足場組立・解体)"
"0869","玉名公共職業安定所","43040-118459","株式会社ダイサン熊本北サービスセンター","熊本県玉名郡南関町大字関外目字松田1443-1南関IC10分","1億円",671,10,5,"熊本県",\228000,"あり",16,"その他",120,"その他の分野","産業用機械器具賃貸業","足場職人 (足場組立・解体)"
"0870","大分公共職業安定所","44010-283659","株式会社ダイサン大分サービスセンター","大分県大分市大字横尾字北一ノ谷1639-1","1億円",671,14,5,"大分県",\228000,"あり",16,"その他",120,"製造分野","建設用・建築用金属製品製造業（製缶板金業を含む）","足場職人 (足場組立・解体)"
"0871","八女公共職業安定所","40140-43959","株式会社ハシモト","福岡県筑後市鶴田８８５－６","1,000万円",72,53,5,"福岡県",\205578,"あり",20,"その他",95,"製造分野","建設用・建築用金属製品製造業（製缶板金業を含む）","新築・リフォームなどの住宅建築施工技術スタッフ"
"0872","八女公共職業安定所","40140-44859","株式会社ハシモト","福岡県筑後市鶴田８８５－６","1,000万円",72,53,2,"福岡県",\171400,"あり",2,"その他",95,"製造分野","建設用・建築用金属製品製造業（製缶板金業を含む）","一般事務"
"0873","福岡中央公共職業安定所","40010-477359","株式会社八仙閣","福岡県福岡市博多区博多駅東２丁目７－２７","1億円",384,368,5,"福岡県",\185000,"あり",17,"その他",105,"飲食・宿泊","その他の飲食店","中華調理"
"0874","福岡中央公共職業安定所","40010-478159","株式会社八仙閣","福岡県福岡市博多区博多駅東２丁目７－２７","1億円",384,368,2,"福岡県",\185000,"あり",15,"その他",105,"飲食・宿泊","その他の飲食店","営業サービス"
"0875","淀川公共職業安定所","27060-676559","株式会社ジェイアール西日本フードサービスネット","大阪府大阪市淀川区西中島５－４－２０　中央ビル７階","1億円",2500,91,2,"大阪府",\211000,"あり",10,"その他",120,"飲食・宿泊","食堂，レストラン（専門料理店を除く）","飲食店接客要員"
"0876","淀川公共職業安定所","27060-644459","株式会社ジェイアール西日本フードサービスネット","大阪府大阪市淀川区西中島５－４－２０　中央ビル７階","1億円",2500,131,2,"福岡県",\200920,"あり",2,"その他",120,"飲食・宿泊","食堂，レストラン（専門料理店を除く）","山陽新幹線パーサー（福岡）"
"0877","福岡中央公共職業安定所","40010-159759","株式会社平戸電工社","福岡県福岡市博多区井相田２丁目２－５　アバンダント井相田３号室","200万円",7,7,2,"福岡県",\180000,"あり",5,"その他",105,"建築・設備","電気工事業","電気工事士"
"0878","福岡中央公共職業安定所","40010-75559","福善建設株式会社","福岡県福岡市中央区六本松１丁目９－１２","1,000万円",12,12,3,"福岡県",\220000,"あり",30,"その他",116,"建築・設備","建築工事業（木造建築工事業を除く）","型枠大工"
"0879","福岡南公共職業安定所","40180-27359","株式会社三浦工務店","福岡県那珂川市大字不入道624-1","300万円",42,30,10,"福岡県",\201000,"あり",8,"その他",105,"建築・設備","建築リフォーム工事業","大工見習い"
"0880","福岡中央公共職業安定所","40010-467859","株式会社グランドアース九州","福岡県糟屋郡須惠町大字植木字草切原７６５","2,000万円",42,15,2,"福岡県",\235000,"あり",30,"毎週",126,"その他の分野","産業用機械器具賃貸業","整備士"
"0881","飯塚公共職業安定所","40020-5959","有限会社佐藤技建","福岡県飯塚市赤坂841-22","500万円",26,26,1,"福岡県",\249000,"なし",5,"毎週",105,"建築・設備","鉄骨・鉄筋工事業","建物や橋などの土台を作るときに使う 「鉄筋(鉄の棒)」の加工・組み立て"
"0882","福岡南公共職業安定所","40180-61159","永田建設株式会社","福岡県春日市一の谷１－４６","2,000万円",7,7,2,"福岡県",\200000,"あり",15,"なし",110,"建築・設備","一般土木建築工事業","建設工事の施工管理・現場作業"
"0883","福岡中央公共職業安定所","40010-387859","中村工業株式会社","福岡県福岡市中央区舞鶴３丁目２－６","6,000万円",257,80,10,"福岡県",\230000,"あり",20,"毎週",113,"建築・設備","とび・土工・コンクリート工事業","工事主任見習（鳶職職長見習）（福岡）"
"0884","福岡中央公共職業安定所","40010-389359","中村工業株式会社","福岡県福岡市中央区舞鶴３丁目２－６","6,000万円",257,26,5,"福岡県",\230000,"あり",20,"毎週",113,"建築・設備","とび・土工・コンクリート工事業","建設業（建設機械操縦士）"
"0885","福岡中央公共職業安定所","40010-395859","中村工業株式会社","福岡県福岡市中央区舞鶴３丁目２－６","6,000万円",257,5,5,"鹿児島県",\230000,"あり",20,"毎週",113,"建築・設備","とび・土工・コンクリート工事業","工事主任見習（鳶職職長見習）（鹿児島）"
"0886","八幡公共職業安定所","40040-462159","日鉄環境エネルギーソリューション株式会社","福岡県北九州市戸畑区大字中原46-59","5,000万円",1967,253,23,"福岡県",\207700,"あり",16,"その他",99,"その他の分野","一般廃棄物処理業","環境プラントのオペレーター 全国の最寄りの工場で動務/チームで協力"
